ID investigador,Fuente,ID autor Scopus,EID documento Scopus,Perfil en Google Scholar,ORCID id autor,DOI,Año,Título,Enlace al artículo,Autores,Fecha de publicación,Revista,Volumen,Número,Páginas,Editor,Resumen,Citas totales,Institución,Conferencia,Libro,Origen,Nombre Investigador,Inventores,Oficina de patentes,Número de patente,Número de solicitud
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:BqipwSGYUEgC,,,,Estudio del impacto de un curso de nivelación en el desempeno de alumnos de ingenierıa utilizando Minerıa de Datos Educacional,https://rcs.cic.ipn.mx/2018_147_5/Estudio%20del%20impacto%20de%20un%20curso%20de%20nivelacion%20en%20el%20desempeno%20de%20alumnos%20de%20ingenieria.pdf,"Beatriz A González-Beltrán, Silvia B González-Brambila, Lourdes Sánchez-Guerrero, Irma Ardón-Pulido, Josué Figueroa-González",2018,,,,,,"En un entorno educativo se genera gran cantidad de información que analizada adecuadamente puede ser de utilidad en la toma de decisiones. La Minerıa de Datos Educacional consiste en utilizar técnicas de Minerıa de Datos para analizar información académica, de tal manera que se pueda obtener conocimiento de diversos aspectos educativos, siendo uno de los más estudiados, el desempeno escolar. En la Universidad Autónoma Metropolitana, se crearon cursos de nivelación para que los alumnos de recién ingreso a un programa de ingenierıa, puedan tener un nivel adecuado de matemáticas básicas y de fısica. Estos cursos pueden acreditarse a través de un examen diagnóstico o cursándolos de manera presencial. Actualmente no se ha analizado si la existencia de estos cursos, ya sea que se cursen o acrediten a través de un examen, tiene un efecto positivo en el desempeno de los alumnos en cursos posteriores. Este trabajo presenta un análisis, utilizando Reglas de Asociación, del impacto que tiene cursar o aprobar mediante un examen el curso de nivelación de Matemáticas básicas en el desempeno de los alumnos en dos cursos posteriores; de tal manera que se pueda decidir si es adecuado que este curso pueda acreditarse mediante un examen, deba cursarse o incluso, pudiera desaparecer de los planes de estudio.",Citado por 1,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:1sJd4Hv_s6UC,,,,Adaptación de contenidos web usables para usuarios móviles: guías de diseño web para facilitar el acceso a la información desde teléfonos inteligentes,,Araceli Granados García,2012,,,,,Universidad Autónoma Metropolitana (México). Unidad Azcapotzalco. Coordinación de Servicios de Información.,,Citado por 1,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:b0M2c_1WBrUC,,,,Criterios para el análisis y diseño de entornos virtuales de aprendizaje colaborativo: propuesta metodológica,,Enrique Acuña Garduño,2008,,,,,Universidad Autónoma Metropolitana (México). Unidad Azcapotzalco. Coordinación de Servicios de Información.,,Citado por 1,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:tOudhMTPpwUC,,,,Mouse and Touch Devices: On the Inuence of an Interaction's Direction onto its Performance,http://polibits.ojs.gelbukh.com/ojs/index.php/CyS/article/download/5303/3827,"Ulrich Bröckl, Beatriz A González-Beltrán",12/03/2024,Computación y Sistemas,28,4,,,"When building a Graphical User Interface, designers need to decide for the intended direction when moving from one interaction element to another. Tra ditionally this decision is often taken by following the writing direction of the intended users culture. That means, in Latin script a general left-to-right direc tion or in Arabic script, a right-to-left direction. The question is open whether this approach yields the best performance or if there are better suggestions for the choice of the general direction of the interaction. In this work, the results of a long-term experiment comparing mouse-based and touch-based interaction are presented. Especially, the inuence of the two dimensional direction of the interaction is investigated. The results reveal a di er ence between mouse-based and touch-based interactions: Whereas mouse-based interaction works best with diagonal and left-to-right movements, touch-based interaction prefers bottom-up and top-down movements and punishes left-to-right movements. For touch-based interaction, a mean difference in interaction times of as much as 10.8% between best and worst case were measured.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:l7t_Zn2s7bgC,,,,EVOLUTION OF TOPICS IN GRADUATION PROJECTS FOR COMPUTER ENGINEERING STUDENTS,,"J Figueroa-Gonzalez, BA Gonzalez-Beltran, SB Gonzalez-Brambila, L Sanchez-Guerrero, I Ardon-Pulido",2024,,,,3336-3342,IATED,"Computing is one of the branches of knowledge that evolves rapidly. Technological advances in both software and hardware make its focuses and applications highly dynamic. It is common that once a technology, sub field, or application emerges, it begins to attract many people, including researchers and professionals, and its exploration begins. Many of these sub fields persist over time, while others are eventually replaced by more recent ones that offer greater advantages or change the paradigm in which activities are conducted. These technological advances are evident in the activities of daily life, and the educational environment is no exception. At a university, where future professionals and researchers are trained, the impact of new technologies and trends should also be reflected in the work carried out by students throughout the existence of a study program. At the Universidad Autónoma Metropolitana …",,,ICERI2024 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:K3LRdlH-MEoC,,,,IMPACT OF DISTANCE EDUCATION ON FIRST-YEAR HIGHER EDUCATION STUDENTS,,"SB Gonzalez-Brambila, J Figueroa-Gonzalez, BA Gonzalez-Beltran, I Ardon-Pulido, L Sanchez-Guerrero",2024,,,,3343-3348,IATED,"The COVID-19 pandemic brought many changes to our daily activities, and one of the most affected fields was education. In Mexico, in particular, all levels had to adopt a distance learning modality using various resources. This modality lasted several years. In Mexico, educational institutions closed their doors in March 2020. Initially, this measure was expected to be short-term; however, it extended for almost two years. As a result, many students finished the previous level remotely and even began the next level also remotely. Distance education generated much controversy. While it was seen as an opportunity for students to continue their progress, there were also opinions that the training was inadequate, especially in an educational system that was not accustomed to this modality. The impact of having finished or mostly completed a previous level remotely is a phenomenon that has been analyzed …",,,ICERI2024 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:738O_yMBCRsC,,,,Accesibilidad digital para personas con pérdida auditiva y sordera,,"Isaías Loaiza-Ramírez, Beatriz Adriana González-Beltrán",2024,,,,,Universidad Autónoma Metropolitana (México). Unidad Azcapotzalco. División de Ciencias Básicas e Ingeniería.,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:WbkHhVStYXYC,,,,CHATBOT TO SUPPORT STUDENTS IN DEVELOPING A TERMINAL PROJECT PROPOSAL,,"J Figueroa González, BA González-Beltrán, SB Gonzalez Brambila, L Sánchez Guerrero, IF Ardón Pulido",2024,,,,6472-6479,IATED,"To successfully complete the Computer Engineering program at Universidad Autónoma Metropolitana in Mexico City, students can develop a technology or research project under the supervision of a tutor. However, they must present and to approve a formal document, named project proposal, describing the project. At least two members of the Computing Engineering Committee review and authorize the project proposal. In case of approval, the next quarter, students develop the project. The project proposal is considered a very important step in professional development because students apply their knowledge and skills in problem-solving like Computer Engineering professionals. Committee members evaluate each project proposal with a framework of 14 sections and one final evaluation. After that, the Program Coordinator gives a qualitative and qualitative evaluation that is sent to the student and his/her …",,,EDULEARN24 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:Tiz5es2fbqcC,,,,ANALYSIS OF WHY STUDENTS UNSUBSCRIBE AND ABANDON COURSES IN THE COMPUTER ENGINEERING PROGRAM,,"BA González-Beltran, J Figueroa González, SB González Brambila, L Sánchez Guerrero, IF Ardón Pulido",2024,,,,6434-6441,IATED,"Currently, in the Mexican Universidad Autónoma Metropolitana Azcapotzalco (UAM-A), especially in the Engineering and Basic Sciences Division, there is a problem related to the abandonment of courses. This is related to the dropping of courses, meaning that the students stop attending the classes and delivering evaluation activities, causing them to fail. It is common that students start their course and suddenly, they stop attending without any warning and there are even cases when they enroll in the course and never attend it. As professors lose (or even never had) contact with them, it is difficult to know the reasons for this. This is a problem that affects the students in different ways, it stops, or at least, slows down their progress in their studies, and can cause, due to UAM-A regulations, their official withdrawal. Considering this problem, it is important to identify the reasons that students have for abandoning their …",,,EDULEARN24 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:f2IySw72cVMC,,,,EVALUATION BEFORE AND AFTER THE COVID PANDEMIC: THE CASE OF UNIVERSIDAD AUTÓNOMA METROPOLITANA,,"MG Castillo-Tapia, J Figueroa-González, SB González-Brambila, BA González-Beltrán, L Sánchez-Guerrero",2023,,,,7908-7915,IATED,"The first world pandemic of the XXI century affected many social aspects, mainly showing vulnerabilities and opportunities in the higher education learning-teaching process. Many Higher Education Institutions (HEI) quickly reacted and virtually made their primary responsibilities. Impact in the HEI is considered deep and diverse, showing that the academic community can promptly adapt to various challenges. University crisis management highlighted the importance of factors like the creation of a control crisis group, bringing new services created in the pandemic times, professionalizing professors promoting the commitment to strengthen educational practice, measuring levels of learning and emotional health before, during, and after, and promote the well being of the university community. All these actions are for a cycle to close gaps and increase quality. In the professionalized professors’ action, one main …",,,INTED2023 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:D03iK_w7-QYC,,,,MEASURING THE EFFECTS OF AN EMERGENT DISTANCE EDUCATIONAL PROGRAM ON THE APPROVAL RATINGS DURING THE COVID-19 PANDEMIC,,"J Figueroa-González, SB González-Brambila, BA González-Beltrán, L Sánchez-Guerrero",2022,,,,7705-7712,IATED,"The COVID-19 pandemic affected the lives of millions of people worldwide, hundreds of aspects were involved in many ways, and one of the most commented and analyzed was the education systems. A significant percentage of schools used the face-to-face educational model, and in a matter of weeks, almost any school had to move to a remote educational one to ensure the integrity of their students, professors, and staff. In Mexico, this phenomenon was not an exception. At the beginning of the pandemic, all the schools, from primary to superior level, developed different programs which allowed them to continue with teaching. For this purpose, the Mexican Universidad Autónoma Metropolitana (UAM) developed the Emergent Program of Remote Teaching (PEER for its acronym in Spanish). During almost two years, which means six scholar periods at UAM, students took classes using different remote teaching …",,,ICERI2022 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:a0OBvERweLwC,,,,COMPARING THE PROGRESS OF NEW INCOMING STUDENTS IN THEIR FIRST YEAR BEFORE AND DURING THE COVID-19 PANDEMIC,,"SB González-Brambila, BA González-Beltrán, L Sánchez-Guerrero, J Figueroa-González",2022,,,,7713-7719,IATED,"The COVID-19 pandemic had a significant impact on many aspects of people's life, health, labor and economic environments were significantly affected, and at one moment, another fundamental environment that suffered a notable impact was the educational one. Almost any institution from all educational levels, from primary to university, had to move to a distance or remote teaching model. It was expected that the effects of the pandemic would last a few months, however, in some countries, this lasted almost two years. This time represents that many students finished one educational level and entered the next one. For example, in Mexico thousands of students finished highschool and entered different universities in a distance model. The Mexican Universidad Autónoma Metropolitana (UAM) developed the Emergent Program of Remote Teaching (PEER for its acronym in Spanish). During these two years …",,,ICERI2022 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:UxriW0iASnsC,,,,Ontology-Based Question Answering System for an Academic Domain,https://csitcp.org/paper/11/1119csit02.pdf,"González-Beltrán Beatriz A and Bravo Maricela García-Robledo Gabriela A, Reyes-Ortiz José A",20/12/2021,Computer Science & Information Technology,11,19,13-25,David C. Wyld et al. (Eds),"The development of question answering (QA) systems involves methods and techniques from the areas of Information Extraction (EI), Natural Language Processing (NLP), and sometimes speech recognition. A user interface that involves all these tasks requires deep development to improve the interaction between a user and a device. This paper describes a Spanish QA system for an academic domain through a multi-platform user interface. The system uses a voice query to be transformed into text. The semi-structured query is converted into SQWRL language to extract a system of ontologies from an academic domain using patterns. The answer of the ontologies is placed in templates classified according to the type of question. Finally, the answer is transformed into a voice. A method for experimentation is presented focusing on the questions asked in voice and their respective answers by experts from the academic domain in a set of 258 questions, obtaining a 92% accuracy.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:uWQEDVKXjbEC,,,,Análisis de expedientes clínicos para el diagnóstico de cáncer de mama a partir de memorias asociativas evolutivas: un primer avance,,"Juan Villegas-Cortez, Fernando González-Beltrán, Beatriz-Adriana , Torrez-Vizueth, Salomón Cordero-Sánchez",28/04/2021,Research in Computing Science,150,5,169-180,,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:3s1wT3WcHBgC,,,,A statistical analysis of the effect of a strike in the academic performance of engineering students,,"S González-Brambila, B González-Beltrán, Lourdes Sánchez-Guerrero, Josué Figueroa-González",2021,,,,10355-10359,IATED,"Academic performance of students of superior educational institutions could be affected by several factors like personal, laboral or even, those related with the institution. An institution could be affected also by several factors, like internal policies, if it is a public institution, government decisions, budgets and others. It is common than laboral factors like strikes, affect the behavior of an institution, in this case, it is considered as an internal issue for the institution, but an external one for students because the strike was related to workers, not students. Mexican institution Universidad Autonoma Metropolitana (UAM) in 2019 suffered the longest strike in its history, about 93 days, which considering the scholar calendar of the institution represents a complete scholar period (almost three months). Scholar periods at UAM are composed of 12 weeks, the strike began at the beginning of the 2nd week and in that moment the …",,,EDULEARN21 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:SeFeTyx0c_EC,,,,How a strike can affect the perception of incoming and most recent students about an institution? a statistical and visual analysis,,"S González-Brambila, B González-Beltrán, Lourdes Sánchez-Guerrero, Josué Figueroa-González",2021,,,,10360-10363,IATED,"In Mexico, when students finish the Medium Level, which is the one before the Superior Level, look for Superior Educational Institutions where they can perform their professional studies. Public universities are the most requested for thousands of students who apply for a place in order to be accepted. Universidad Autonoma Metropolitana is one of the most asked institutions in Mexico, every entrance process, thousands of candidates look for a place, UAM is also recognized as one of the best universities in Mexico, however, sometimes different situations have an impact in its performance. One of these situations can be a strike, in 2019, UAM experienced the longest strike of its history, about 93 days, which in terms of the scholar calendar, represents a complete scholar period (12 weeks, almost three months). Academic activities stopped and continued after the strike finished. One of the activities interrupted was …",,,EDULEARN21 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:08ZZubdj9fEC,,,,The Man in the Besieged Castle: Heuristic Evaluation of Home Security,,"Beatriz A González-Beltrán, Amilcar Meneses-Viveros¹, José Rodríguez¹",10/07/2020,"HCI for Cybersecurity, Privacy and Trust: Second International Conference, HCI-CPT 2020, Held as Part of the 22nd HCI International Conference, HCII 2020, Copenhagen, Denmark, July 19–24, 2020, Proceedings",12210,,250,Springer Nature,"Home security systems are increasingly popular and affordable. Whether DIY solutions with various accessories or simpler proposals, they are a tool that many consider essential for their home. However, these systems are not without problems. An important one is the anxiety and the sensation of siege that can cause, ie, that users feel insecure inside their own homes. We propose five design guides focused on consistency, through these and with the help of five experts we perform a heuristic evaluation of three popular solutions in the market to try to find the causes that lead to the harmful effects of security systems. Our results reveal that the leading cause of the false siege is the excess of notifications.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:35N4QoGY0k4C,,,,The Man in the Besieged Castle: Heuristic Evaluation of Home Security Systems,,"Luis Martín Sánchez-Adame, Sonia Mendoza, Beatriz A González-Beltrán, Amilcar Meneses-Viveros, José Rodríguez",10/07/2020,,,,250-260,Springer International Publishing,"Home security systems are increasingly popular and affordable. Whether DIY solutions with various accessories or simpler proposals, they are a tool that many consider essential for their home. However, these systems are not without problems. An important one is the anxiety and the sensation of siege that can cause, i.e., that users feel insecure inside their own homes. We propose five design guides focused on consistency, through these and with the help of five experts we perform a heuristic evaluation of three popular solutions in the market to try to find the causes that lead to the harmful effects of security systems. Our results reveal that the leading cause of the false siege is the excess of notifications.",,,,International Conference on Human-Computer Interaction,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:p2g8aNsByqUC,,,,UNIFIED MOBILE ACCESSIBILITY GUIDELINES (UMAG),,"Néstor López-González, Beatriz Adriana González-Beltrán",01/06/2020,JOURNAL OF TECHNOLOGICAL PROTOTYPES,6,17,oct-21,ECORFAN-Spain,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:GnPB-g6toBAC,,,,Análisis de las directivas de diseño para la accesibilidad móvil,http://revistatd.azc.uam.mx/index.php/rtd/article/download/63/156,"Néstor Apolo López González, Beatriz Adriana González Beltrán",21/01/2020,Tecnología & Diseño,,12,,,"En este trabajo se contrastan las directivas para la accesibilidad móvil propuestas por el W3C, la BBC y Android. Esta comparación tiene la finalidad de identificar coincidencias, fortalezas, debilidades, así como los tópicos a considerar al momento de implementar y/o incrementar la accesibilidad móvil. Para este análisis se efectuó una revisión de los conjuntos de directivas y las recomendaciones contenidas en cada una de ellas. Posteriormente, se organizaron las directivas de acuerdo con los tópicos, lo cual permitió efectuar la comparación y obtener que las directivas del W3C son las que proporcionan un mayor soporte para la accesibilidad móvil.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:KxtntwgDAa4C,,,,Analyzing Students' Performance in a Mathematics Course Sequence using Educational Data Mining.,,"Beatriz A González-Beltrán, Silvia B González-Brambila, Lourdes Sánchez-Guerrero, Josué Figueroa González",2020,Res. Comput. Sci.,149,4,93-105,,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:abG-DnoFyZgC,,,,Modelos de aprendizaje automático para el apoyo en la clasificación de tipos de cáncer a partir de datos estructurados y no estructurados de expedientes clínicos,,"Erick Esteven Montelongo-González, Erick Esteven Montelongo-Gonzalez",2020,,,,,Universidad Autónoma Metropolitana (México). Unidad Azcapotzalco. Coordinación de Servicios de Información.,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:4OULZ7Gr8RgC,,,,SHOWING AND ANALYZING THE TIME NEEDED FOR ENGINEERING STUDENTS IN ORDER TO FINISH DIFFERENT COURSES’GROUPS OF A STUDY PROGRAM IN AN INSTITUTE FOR HIGHER EDUCATION,,"J Figueroa, Lourdes Sánchez-Guerrero, Beatriz González-Beltrán, S González-Brambila",2020,,,,5055-5061,IATED,"Mexican Universidad Autonoma Metropolitana Azcapotzalco (UAM-A) has an issue related with the time their students need for finishing their studies. It is expected, according the study programs, that a student must finish its studies in twelve scholar periods, a scholar period is a quarter (three months) with three quarters per year, meaning that these twelve scholar periods represents four years. However, the average of those students that end their studies is near 21 quarters (seven years) which mean almost twice the time needed for finishing. The amount of students that ends in the expected four years is very small, and there are not few cases, when students needed thirty or more scholar periods (ten years or more). All engineering programs, ten at UAM-A, are composed by different groups of courses called “branches”, these are: Leveling, General, Professional, Multidisciplinary and Consolidation. It is known …",,,EDULEARN20 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:M05iB0D1s5AC,,,,Determining the Relationship of Admission Features and Finishing University Studies using Educational Data Mining and Information Visualization.,https://www.rcs.cic.ipn.mx/2020_149_1/Determining%20the%20Relationship%20of%20Admission%20Features%20and%20Finishing%20University%20Studies.pdf,"Josué Figueroa González, Silvia Beatriz González-Brambila, Beatriz Adriana González-Beltrán, Maria de Lourdes Sánchez-Guerrero",2020,Res. Comput. Sci.,149,1,27-35,,"The analysis of academic data looking for patterns of interest has increased in the last years. However, this is not a simple process, especially considering the amount of data that is generated in an educative environment. With thousands of data, it is complicated searching for patterns that can simplify or improve an analysis. However, humans have an innate capacity for understanding images better than data, using this ability simplifies the process of finding patterns for its later analysis. This work shows the analysis of admission features for determining their impact in finishing or not of university studies using Educational Data Mining and Information Visualization. Results show that first approaches obtained from visualizing the data and finding patterns simplify the process of determining the effect of these features. It is also shown that a student with an older admission age is prone for not finishing their studies.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:u9iWguZQMMsC,,,,Extracción de información a partir de preguntas en español basada en lexicones,,"Gabriela A. García Robledo, José A. Reyes-Ortiz, Beatriz A. González-Beltrán, Ángeles B. Priego Sánchez",2019,Academia Journals,11,,1054-1059,,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:zA6iFVUQeVQC,,,,"RELATIONSHIP BETWEEN ACADEMIC PERFORMANCE AND SCHOOL OF ORIGIN, AN HISTORICAL ANALYSIS",,"S González-Brambila, L Sánchez-Guerrero, J Figueroa-González, B González-Beltrán",2019,,,,3360-3365,IATED,"Nowadays, processing and analyzing data has become a milestone activity in several fields, and the educational environment is not an exception. Bachelor degree level institutions perform studies using their students’ data looking for patterns for making decisions about different topics and problems. One of the main research topics in educational institutions is related to academic performance, looking for factors that could affect this one. These factors are mainly related to personal characteristics, interest, motivation or other factors in the process of taking a bachelor degree. However, at the moment that a student is accepted into a university, he has characteristics and knowledge obtained through his previous studies, factors that can contribute to his academic performance. In each admission process, the Mexican Universidad Autónoma Metropolitana Azcapotzalco (UAM-A) accepts hundreds of students from …",,,ICERI2019 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:blknAaTinKkC,,,,MoCa: Una aplicación móvil para registrar sıntomas de pacientes con cáncer,https://rcs.cic.ipn.mx/2019_148_7/MoCa_%20Una%20aplicacion%20movil%20para%20registrar%20sintomas%20de%20pacientes%20con%20cancer.pdf,"Beatriz A González-Beltrán, Lizbeth Gallardo-López, Roberto Garcıa-Madrid, Marco V Ferruzca-Navarro, Alejandro Reyes-Ortız",2019,,,,,,"Las últimas estadısticas de la Agencia Internacional para la Investigación del Cáncer, la agencia especializada en cáncer de la Organización Mundial de la Salud muestra un incremento en la incidencia de cáncer en el mundo. En 2012, los casos de cáncer aumentaron a un estimado de 14 millones por ano. Esta enfermedad aumentará a 22 millones de casos nuevos por ano para 2030. Por lo tanto, se necesitan nuevos sistemas de software para el cuidado de la salud para ayudar a la detección temprana, el diagnóstico, el tratamiento, la supervivencia y la atención al final de la vida de los pacientes con cáncer, sus familias y los médicos. Los pacientes con cáncer son atendidos por sus médicos en sus tratamientos contra el cáncer y en los controles de rutina. Los pacientes deben estar conscientes de su estado de salud para proporcionar información a sus médicos. De esta manera, los pacientes mantienen una mejor calidad de vida y los médicos toman mejores decisiones clınicas. Registrar los sıntomas de un paciente es vital, especialmente durante los tratamientos contra el cáncer. En este artıculo se presenta MoCa, una aplicación móvil para el registro de sıntomas de pacientes con cáncer. Se realizaron entrevistas con los usuarios. MoCa permite a los pacientes registrar sus sıntomas usando una figura del cuerpo o el teclado. Se realizaron pruebas cualitativas a pacientes. Se encontró que los pacientes respondieron positivamente, tienen confianza al registrar sus sıntomas y a comunicarse con sus médicos de manera precisa.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:JV2RwH3_ST0C,,,,"Luis Martín Sánchez-Adame1 (✉), Sonia Mendoza¹, Beatriz A. González-Beltrán², Amilcar Meneses Viveros¹, and José Rodríguez¹",,Beatriz A González-Beltrán,27/08/2018,"Collaboration and Technology: 24th International Conference, CRIWG 2018, Costa de Caparica, Portugal, September 5-7, 2018, Proceedings",11001,,25,Springer,"A virtual community is a social group of any size that shares common interests and communicates through the Internet. A user joins a virtual community not only because of its popularity or the quality of its contents, but also owing to the user experience that the platform offers. Anticipated User eXperience (AUX) allows knowing the idealisations, hopes, and desires of the users in a very early stage of any develop-ment. Participation is a crucial component in the growth and survival of any virtual community. An essential element for people to participate in a virtual community is that the platform should provide suitable user tools, which are widgets that allow users to interact with their peers. We propose an AUX evaluation framework for user tools, whose intention is to improve their design, and through it, the participation of users.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
